000164c2-98dc-4c82-b3f1-1e02bd2325a7,76.5
000350e9-393c-4383-bf83-f67d46241e76,77.0
00086d61-59e1-431d-9be8-4e59ac6f655e,75.0
0008825c-aea2-4b1c-b502-657b488d00dc,75.0
000cace1-775e-42dc-b584-5df1f9dafcac,81.0
000cd265-5509-4dd1-a5f8-56fa8c0b04ed,78.0
000e7d0d-f7cf-4cf1-822c-e0b4d1341b6b,75.0
000e99e4-df76-4139-913e-331b98373234,75.0
0013077d-9225-4ae4-b99e-b609b4f2dc5a,76.5
0014a4e1-233b-469a-b0d5-6b77370cb6d8,85.5
0016244a-40cf-47ba-bc51-9a4919a03518,75.0
0017eace-1c21-4533-8f51-5b34afded4c3,75.0
00180325-e68d-4585-826e-ff41a919123f,76.5
0018b882-4dc4-4304-a959-5e8d079ab287,84.0
0018c79c-bfec-4c83-90ad-50a898900a75,76.5
001bbc55-36b8-456b-a309-340ce84d4de3,85.5
001c5f61-84f7-4d69-a423-1b4139f5eac2,85.5
001d855d-8fdc-49d1-a97d-517278e5ca5e,85.5
001f2f40-0480-4286-9e9f-fb1c31be832d,84.0
0020f51c-6185-4257-94f3-06655e4b0f2e,75.0
0021803c-266e-4b27-ab3e-c2b7665bb374,75.0
0022203f-ab11-4993-9383-bc2a62f77b96,75.0
0022cc52-2f6d-48b9-a969-79ad4bdd5263,87.0
0024c895-62d3-4d66-bf8a-48d2b6c2abdb,76.5
00254846-8de8-4a62-9e45-11e866e8663c,78.0
00256d0d-5293-4bce-9163-06eea4f42748,78.0
00283346-d3c4-4235-8a76-68e1eeb89682,77.5
002861f4-a674-486f-845c-6d6db73fa6da,75.0
0029f0a6-069a-454c-8ca2-7e5002c9be31,84.0
002a738b-3982-4907-8c5e-2c92f3569270,79.5
002c648a-773e-45d5-af87-a40e0e74ee8c,75.0
002ceb17-2683-4c06-a6b5-935c973cf2e2,75.0
002d7c43-b03a-4541-9a64-b76d7cba4dce,88.5
002d8731-1491-4cdf-ab2d-286e828b98b1,78.0
002ea9dc-470e-4569-8e99-56a23f753926,75.0
002ec059-1d6f-4141-b581-d1a789823f85,76.0
00300cd9-b4bc-40b3-be92-b7b24fbbfed0,88.5
0033ff64-6332-4b27-869b-9b4699997460,79.5
0034396c-2496-434c-b64b-d87c7ce409d7,77.5
0034416a-ba87-4510-a56c-fc096694c231,76.5
0034a3c2-5469-4b00-b8ec-c6a7f9908224,82.5
0035ad1f-5d26-4681-8fab-d7335a4844dc,82.5
0035bcaa-076f-45b3-a053-511e11fcfce3,79.5
003680cf-82d8-40b6-8d26-141cb6783c1d,76.5
0036aee6-6ab9-405f-b459-2556bacd6c6a,76.0
00376896-de2a-494c-bc58-b4686b22b658,76.0
00381188-4390-48e8-9e03-1257cdab58ec,78.0
0038c34e-9da1-4d0f-80d3-a851035bf630,76.0
003a2058-9a2f-46d1-bc39-b7173e9ac153,78.0
003b90e4-6043-4746-8fbe-a3be483a9bab,75.5
003ba93d-1c9a-49e8-97dc-4c06d3a37194,84.0
003d45c6-b085-4671-a86c-f9c3fc7c351c,76.0
00403d8e-c8ca-4a09-b391-2dd38ba48c08,82.5
00410bb7-525b-488f-b001-da58e2a19e64,78.0
004125c5-3433-4bd4-a519-29a89061f7bd,81.0
00429cc1-2bca-4c3d-8a07-92b7eae8ce62,76.5
0042eba3-2972-4b71-af2f-d75cc213260f,78.0
00436e03-bec0-4f78-aaca-456fc3e17ae4,75.0
0046176e-cd01-4a9e-ad19-6368b69cc08d,81.0
004775a5-9d40-4cc2-aa57-6a0cb9d84fb0,82.5
00481095-d6c4-46a2-b28e-4ee1b35375fe,75.0
00483550-c7cd-4487-8b7d-7663c4ef26c6,75.0
00486452-3021-4ac8-8851-27a3ded314fd,78.0
00497b95-8f7d-45fd-89ae-39d9277674ca,78.0
004b7336-aa1f-4221-88f2-0c389a12d47e,84.0
004be74e-76b6-4ae3-923d-3be7f2411881,78.0
004ce179-6d11-4ecb-aa54-55bfd832410a,87.0
0050e4d3-f422-478f-9ef2-ba4da86f70c2,76.0
0051553d-6d5d-4906-b1cb-3fdd7496e867,82.5
0051c207-1977-4376-9bf8-1c7b8d502261,84.0
0052164c-e28f-4062-b036-e692a0c4efda,84.0
00525a96-2e00-404c-a45c-861a693cead2,78.0
0052ebea-e600-46ce-8881-035aecd33e76,75.0
0054071b-2fb0-4a73-a146-4d20219dd932,78.0
00552571-55b1-415b-9086-e5629b74d804,75.0
00564390-8b77-468d-b121-efca15916964,76.5
0057435d-adb8-4aa6-9ddd-854ce09035fc,76.0
00587826-aad1-4cb0-90f6-f4b68452849a,79.5
005aded6-53d6-4579-9ad7-82d80355b777,76.0
00608293-e827-4d88-bfc2-fc0082a39664,87.0
0061d83b-2369-4745-b1eb-52dc90b75ac8,88.5
0064f02e-ebf7-4c7b-9b46-c0dfe03aa1d1,79.5
0067847e-0722-44dc-a733-de0b42f481bf,78.0
006a11cf-22d4-4ab9-9b4b-c90731277302,76.5
006ab298-800c-4dd9-9cc6-60407515de7c,78.0
006d1849-0ddc-4f6b-a47f-62ae3af11782,75.5
006dae81-b72c-4726-8460-65e978e0775b,80.0
006dc6ea-6f6c-4e97-b54f-8e1d981cc2ca,76.5
006eb7aa-5db4-491a-a061-e816d248d713,75.0
006ec7dd-9349-4859-ba92-019be70c4161,87.0
