G Coffee @ Alam Tun Hussein Onn,1966-04-05,7
G Coffee @ Alam Tun Hussein Onn,1980-03-17,6
G Coffee @ Alam Tun Hussein Onn,1995-07-17,6
G Coffee @ Bandar Seri Mulia,1991-05-16,6
G Coffee @ Bandar Seri Mulia,2000-07-25,6
G Coffee @ Bandar Seri Mulia,1967-04-18,5
G Coffee @ Bandar Seri Mulia,1968-12-20,5
G Coffee @ Bandar Seri Mulia,1969-09-06,5
G Coffee @ Bandar Seri Mulia,1972-11-18,5
G Coffee @ Bandar Seri Mulia,1973-09-16,5
G Coffee @ Bandar Seri Mulia,1977-11-21,5
G Coffee @ Bandar Seri Mulia,1979-10-08,5
G Coffee @ Bandar Seri Mulia,1981-04-19,5
G Coffee @ Bandar Seri Mulia,1981-11-22,5
G Coffee @ Bandar Seri Mulia,1983-10-16,5
G Coffee @ Bandar Seri Mulia,1984-03-10,5
G Coffee @ Bandar Seri Mulia,1987-01-05,5
G Coffee @ Bandar Seri Mulia,1990-06-24,5
G Coffee @ Bandar Seri Mulia,1994-06-23,5
G Coffee @ Bandar Seri Mulia,1994-10-15,5
G Coffee @ Bandar Seri Mulia,1997-05-23,5
G Coffee @ Bandar Seri Mulia,1998-02-09,5
G Coffee @ Bandar Seri Mulia,2004-06-05,5
G Coffee @ Bandar Seri Mulia,2004-12-17,5
G Coffee @ Bandar Seri Mulia,2007-08-24,5
G Coffee @ Bandar Seri Mulia,2007-11-17,5
G Coffee @ Damansara Saujana,1967-05-21,6
G Coffee @ Damansara Saujana,1973-05-28,6
G Coffee @ Damansara Saujana,1986-01-03,6
G Coffee @ Kampung Changkat,1985-09-07,6
G Coffee @ Kampung Changkat,1989-09-14,6
G Coffee @ Kampung Changkat,1965-10-04,5
G Coffee @ Kampung Changkat,1968-03-31,5
G Coffee @ Kampung Changkat,1970-01-03,5
G Coffee @ Kampung Changkat,1970-08-29,5
G Coffee @ Kampung Changkat,1973-05-04,5
G Coffee @ Kampung Changkat,1973-08-12,5
G Coffee @ Kampung Changkat,1973-12-30,5
G Coffee @ Kampung Changkat,1974-01-28,5
G Coffee @ Kampung Changkat,1977-12-26,5
G Coffee @ Kampung Changkat,1978-01-22,5
G Coffee @ Kampung Changkat,1978-10-17,5
G Coffee @ Kampung Changkat,1979-09-07,5
G Coffee @ Kampung Changkat,1980-03-19,5
G Coffee @ Kampung Changkat,1981-05-23,5
G Coffee @ Kampung Changkat,1982-05-01,5
G Coffee @ Kampung Changkat,1986-06-05,5
G Coffee @ Kampung Changkat,1987-03-12,5
G Coffee @ Kampung Changkat,1987-06-18,5
G Coffee @ Kampung Changkat,1988-05-22,5
G Coffee @ Kampung Changkat,1990-07-17,5
G Coffee @ Kampung Changkat,1994-12-10,5
G Coffee @ Kampung Changkat,1995-04-26,5
G Coffee @ Kampung Changkat,1996-01-27,5
G Coffee @ Kampung Changkat,1996-06-07,5
G Coffee @ Kampung Changkat,1996-08-14,5
G Coffee @ Kampung Changkat,1997-10-22,5
G Coffee @ Kampung Changkat,2001-06-08,5
G Coffee @ Kampung Changkat,2002-03-07,5
G Coffee @ Kampung Changkat,2003-11-01,5
G Coffee @ Kampung Changkat,2004-01-18,5
G Coffee @ Kampung Changkat,2005-06-25,5
G Coffee @ Kampung Changkat,2005-09-09,5
G Coffee @ Kampung Changkat,2006-06-19,5
G Coffee @ Kampung Changkat,2007-04-22,5
G Coffee @ Kampung Changkat,2009-03-05,5
